RowId,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,AVERAGE_RAIN,Hour,DayOfWeek,Month,Is_Weekend,Is_Rush_Hour
4157,None_Existent,44.1,0.0,80.3,DARK,20.0,1019.0,77.0,0.0,nuvens quebrados,sem chuva,1,0,7,0,0
4158,Low,36.8,18.4,84.4,LIGHT,21.0,1018.0,63.0,4.0,sem observação,sem chuva,13,6,6,1,0
4159,Medium,40.9,36.2,87.0,LIGHT,18.0,1016.0,60.0,1.0,céu claro,sem chuva,11,4,10,0,0
4160,None_Existent,45.2,0.0,83.9,LIGHT,16.0,1018.0,100.0,1.0,sem observação,sem chuva,8,5,9,1,1
4161,Medium,38.9,21.8,88.5,LIGHT,19.0,1016.0,88.0,3.0,nuvens quebrados,sem chuva,9,3,7,0,1
4162,Medium,34.8,64.3,80.7,LIGHT,8.0,1020.0,93.0,4.0,sem observação,chuva fraca,15,4,1,0,0
4163,None_Existent,46.6,0.0,84.6,DARK,16.0,1018.0,93.0,0.0,nuvens quebrados,sem chuva,3,6,8,1,0
4164,None_Existent,42.8,0.0,92.5,DARK,12.0,1021.0,93.0,2.0,céu claro,sem chuva,5,4,8,0,0
4165,High,41.6,79.7,80.9,LIGHT,24.0,1019.0,88.0,2.0,sem observação,sem chuva,17,4,8,0,1
4166,Low,40.3,10.0,84.4,DARK,22.0,1018.0,68.0,1.0,sem observação,sem chuva,22,5,9,1,0
4167,Low,34.4,14.3,89.6,LIGHT,25.0,1017.0,42.0,2.0,céu claro,sem chuva,12,4,8,0,0
4168,High,38.5,89.4,85.2,LIGHT,17.0,1017.0,100.0,0.0,sem observação,sem chuva,10,1,9,0,0
4169,Medium,39.4,31.1,89.1,LIGHT,22.0,1019.0,68.0,6.0,algumas nuvens,sem chuva,14,1,7,0,0
4170,High,38.9,73.1,73.2,LIGHT,16.0,1014.0,82.0,7.0,nuvens quebradas,sem chuva,16,3,5,0,0
4171,Low,51.5,7.5,66.2,DARK,16.0,1017.0,93.0,1.0,sem observação,sem chuva,5,3,8,0,0
4172,None_Existent,41.8,1.7,81.1,DARK,17.0,1017.0,88.0,3.0,céu claro,sem chuva,23,3,8,0,0
4173,None_Existent,37.3,0.9,84.7,DARK,19.0,1014.0,94.0,1.0,nuvens quebradas,sem chuva,0,3,7,0,0
4174,None_Existent,47.9,6.4,80.1,DARK,17.0,1018.0,87.0,3.0,sem observação,sem chuva,22,0,8,0,0
4175,Low,37.3,2.2,63.4,LIGHT,11.0,1022.0,87.0,2.0,sem observação,sem chuva,8,5,6,1,1
4176,High,41.1,58.8,80.0,LIGHT,14.0,1008.0,93.0,10.0,sem observação,chuva fraca,16,1,11,0,0
4177,None_Existent,45.8,0.0,68.7,DARK,12.0,1014.0,81.0,0.0,sem observação,sem chuva,3,6,5,1,0
4178,None_Existent,41.8,0.0,90.9,DARK,14.0,1017.0,87.0,0.0,céu claro,sem chuva,1,4,8,0,0
4179,Low,50.9,13.2,80.6,DARK,17.0,1020.0,100.0,2.0,nuvens quebradas,sem chuva,4,5,8,1,0
4180,Medium,34.1,24.9,99.9,LIGHT,14.0,1023.0,71.0,5.0,algumas nuvens,sem chuva,15,6,2,1,0
4181,High,43.1,37.1,79.9,DARK,13.0,1007.0,100.0,4.0,sem observação,chuva fraca,20,2,1,0,0
4182,High,38.0,48.5,81.3,LIGHT,19.0,1016.0,64.0,4.0,céu pouco nublado,sem chuva,18,4,4,0,1
4183,Medium,39.3,35.0,85.5,LIGHT,20.0,1020.0,100.0,3.0,sem observação,sem chuva,11,4,8,0,0
4184,High,34.3,133.1,75.1,LIGHT,23.0,1022.0,68.0,4.0,sem observação,sem chuva,17,5,5,1,1
4185,None_Existent,40.0,4.6,84.5,LIGHT,16.0,1018.0,100.0,0.0,sem observação,sem chuva,7,3,8,0,1
4186,Low,31.9,9.6,96.6,LIGHT,14.0,1030.0,58.0,4.0,céu claro,sem chuva,11,5,2,1,0
4187,Medium,42.5,20.1,71.4,DARK,20.0,1015.0,83.0,2.0,sem observação,sem chuva,0,5,7,1,0
4188,Medium,34.6,31.6,83.3,LIGHT,23.0,1014.0,68.0,4.0,sem observação,sem chuva,14,5,6,1,0
4189,Low,37.0,15.2,91.9,DARK,18.0,1013.0,100.0,4.0,sem observação,sem chuva,5,5,7,1,0
4190,Medium,37.4,29.0,89.3,LIGHT,27.0,1015.0,44.0,4.0,céu claro,sem chuva,19,5,8,1,1
4191,None_Existent,40.3,0.0,67.2,DARK,12.0,1017.0,76.0,2.0,sem observação,sem chuva,5,1,5,0,0
4192,Low,46.4,8.3,79.9,LOW_LIGHT,15.0,1019.0,100.0,0.0,céu pouco nublado,sem chuva,6,4,8,0,0
4193,Low,47.8,7.5,78.9,DARK,15.0,1010.0,100.0,5.0,sem observação,chuva de intensidade pesado,3,5,11,1,0
4194,Medium,37.2,31.4,82.7,LIGHT,23.0,1014.0,52.0,3.0,sem observação,sem chuva,14,5,5,1,0
4195,Medium,40.9,45.8,90.3,DARK,23.0,1012.0,61.0,1.0,céu claro,sem chuva,22,5,9,1,0
4196,None_Existent,39.4,1.0,70.8,DARK,12.0,1010.0,87.0,6.0,nuvens dispersas,sem chuva,23,5,1,1,0
4197,Low,40.4,10.8,83.8,LIGHT,20.0,1015.0,82.0,3.0,céu claro,sem chuva,13,3,9,0,0
4198,High,46.1,31.7,86.0,DARK,11.0,1002.0,71.0,9.0,nuvens quebrados,sem chuva,20,4,2,0,0
4199,None_Existent,42.2,0.0,87.1,LOW_LIGHT,17.0,1015.0,100.0,1.0,sem observação,sem chuva,6,4,7,0,0
4200,None_Existent,40.0,1.4,68.4,DARK,16.0,1016.0,100.0,2.0,nuvens quebradas,sem chuva,4,5,6,1,0
4201,Low,32.1,22.1,89.9,LIGHT,12.0,1022.0,93.0,5.0,tempo nublado,sem chuva,11,5,2,1,0
4202,Medium,43.7,9.5,64.1,LIGHT,27.0,1018.0,21.0,6.0,sem observação,sem chuva,13,0,5,0,0
4203,Low,38.6,3.4,91.3,LIGHT,23.0,1015.0,57.0,2.0,céu claro,sem chuva,7,4,8,0,1
4204,Very_High,45.6,70.0,72.0,LIGHT,11.0,1016.0,76.0,5.0,céu claro,sem chuva,8,4,11,0,1
4205,Medium,37.7,26.9,82.2,LIGHT,13.0,1018.0,66.0,4.0,nuvens dispersas,sem chuva,17,0,2,0,1
4206,None_Existent,41.6,1.9,84.6,DARK,18.0,1016.0,42.0,3.0,sem observação,sem chuva,3,6,9,1,0
4207,Low,34.1,8.5,78.8,LIGHT,17.0,1020.0,72.0,7.0,sem observação,sem chuva,19,5,6,1,1
4208,None_Existent,40.0,0.0,68.0,DARK,13.0,1017.0,93.0,0.0,sem observação,sem chuva,1,2,5,0,0
4209,High,35.0,41.9,78.8,LIGHT,18.0,1020.0,67.0,4.0,céu pouco nublado,sem chuva,15,0,5,0,0
4210,Very_High,43.5,98.0,82.8,LIGHT,21.0,1017.0,83.0,2.0,céu pouco nublado,sem chuva,17,4,8,0,1
4211,None_Existent,45.3,0.0,85.1,DARK,16.0,1021.0,93.0,0.0,céu claro,sem chuva,1,1,9,0,0
4212,Low,36.8,18.1,93.4,LIGHT,16.0,1015.0,93.0,2.0,nuvens dispersas,sem chuva,7,5,7,1,1
4213,Low,35.4,11.3,86.2,DARK,17.0,1018.0,55.0,3.0,céu limpo,sem chuva,22,4,4,0,0
4214,Medium,40.1,21.1,83.6,LIGHT,15.0,1021.0,82.0,0.0,sem observação,sem chuva,8,2,8,0,1
4215,High,37.1,68.7,90.7,LIGHT,24.0,998.0,59.0,2.0,céu claro,sem chuva,14,1,8,0,0
4216,None_Existent,44.6,1.6,91.2,DARK,13.0,1011.0,100.0,2.0,algumas nuvens,sem chuva,5,3,10,0,0
4217,Low,31.7,18.7,90.6,LIGHT,21.0,1029.0,37.0,3.0,céu claro,sem chuva,13,0,2,0,0
4218,Low,44.4,8.3,87.0,DARK,14.0,1007.0,67.0,1.0,céu claro,sem chuva,21,1,10,0,0
4219,Low,45.2,3.2,84.3,DARK,16.0,1018.0,100.0,4.0,nuvens quebradas,sem chuva,2,2,8,0,0
4220,Low,41.1,13.7,89.2,DARK,17.0,1013.0,68.0,2.0,céu claro,sem chuva,21,3,10,0,0
4221,Medium,38.1,59.5,86.4,LIGHT,18.0,1017.0,93.0,5.0,nuvens quebradas,sem chuva,14,6,4,1,0
4222,High,34.6,58.5,95.7,LIGHT,21.0,1014.0,94.0,6.0,nuvens quebradas,sem chuva,10,3,7,0,0
4223,None_Existent,41.6,0.0,88.1,DARK,4.0,1026.0,100.0,1.0,algumas nuvens,sem chuva,5,2,2,0,0
4224,Medium,39.7,35.8,88.7,LIGHT,22.0,1016.0,77.0,3.0,algumas nuvens,sem chuva,14,4,7,0,0
4225,Low,31.5,12.3,82.3,LIGHT,20.0,1019.0,93.0,3.0,nuvens dispersas,sem chuva,12,0,4,0,0
4226,Medium,37.2,26.6,86.1,LOW_LIGHT,19.0,1013.0,48.0,5.0,sem observação,sem chuva,20,5,6,1,0
4227,Medium,33.5,27.2,96.7,LIGHT,17.0,1015.0,93.0,2.0,nuvens quebradas,sem chuva,9,2,7,0,1
4228,Low,36.9,13.0,79.3,LIGHT,20.0,1019.0,100.0,2.0,sem observação,sem chuva,9,6,6,1,1
4229,Medium,34.7,33.7,82.6,LIGHT,22.0,1018.0,72.0,6.0,sem observação,sem chuva,18,6,5,1,1
4230,High,39.6,90.8,89.1,LIGHT,21.0,1018.0,68.0,9.0,nuvens quebrados,sem chuva,12,4,10,0,0
4231,Medium,43.4,46.2,81.0,LIGHT,29.0,1017.0,38.0,1.0,sem observação,sem chuva,12,3,8,0,0
4232,Very_High,44.5,82.3,76.3,LIGHT,13.0,1018.0,93.0,6.0,nuvens quebrados,sem chuva,9,3,1,0,1
4233,Medium,36.8,46.9,91.4,LIGHT,21.0,1015.0,88.0,3.0,nuvens dispersas,sem chuva,15,2,7,0,0
4234,High,41.1,104.9,84.0,LIGHT,16.0,1014.0,93.0,1.0,nublado,sem chuva,10,4,9,0,0
4235,None_Existent,49.2,0.0,82.4,DARK,24.0,1016.0,47.0,6.0,céu claro,sem chuva,5,5,8,1,0
4236,Very_High,48.9,35.0,62.3,LOW_LIGHT,1.0,1021.0,86.0,4.0,céu claro,sem chuva,8,4,1,0,1
4237,High,38.5,50.9,90.5,LIGHT,18.0,1018.0,93.0,4.0,sem observação,sem chuva,16,1,9,0,0
4238,None_Existent,44.5,0.0,85.0,DARK,10.0,1016.0,54.0,3.0,céu claro,sem chuva,4,0,10,0,0
4239,Low,36.9,10.5,76.3,DARK,21.0,1019.0,82.0,1.0,sem observação,sem chuva,0,6,9,1,0
4240,Very_High,39.3,79.4,85.9,LIGHT,20.0,1017.0,93.0,2.0,nuvens quebradas,sem chuva,15,3,9,0,0
4241,None_Existent,44.5,2.0,85.0,DARK,17.0,1015.0,93.0,2.0,tempo nublado,sem chuva,0,3,9,0,0
4242,Medium,43.8,53.7,86.3,LIGHT,21.0,1019.0,68.0,4.0,céu claro,sem chuva,16,5,8,1,0
4243,High,34.1,61.2,92.5,LIGHT,20.0,1016.0,82.0,8.0,algumas nuvens,sem chuva,17,1,8,0,1
4244,Medium,40.9,22.6,87.8,LIGHT,20.0,1019.0,64.0,4.0,algumas nuvens,sem chuva,12,5,10,1,0
4245,None_Existent,42.0,0.0,76.0,DARK,9.0,1023.0,93.0,0.0,nuvens dispersas,sem chuva,23,0,1,0,0
4246,None_Existent,45.8,4.3,86.9,DARK,16.0,1018.0,100.0,2.0,sem observação,sem chuva,23,4,9,0,0
4247,None_Existent,42.0,0.0,76.8,DARK,11.0,1010.0,93.0,1.0,algumas nuvens,sem chuva,5,6,11,1,0
4248,High,33.3,73.4,77.3,LIGHT,21.0,1016.0,68.0,8.0,sem observação,sem chuva,19,4,5,0,1
4249,Medium,41.8,10.2,85.9,LIGHT,10.0,1021.0,71.0,2.0,sem observação,chuva fraca,8,0,3,0,1
4250,Very_High,41.7,78.9,88.2,LIGHT,3.0,1030.0,81.0,1.0,sem observação,sem chuva,9,1,2,0,1
4251,None_Existent,45.7,6.2,87.9,LIGHT,14.0,1020.0,100.0,1.0,sem observação,sem chuva,8,6,9,1,1
4252,None_Existent,38.4,0.0,84.5,LIGHT,16.0,1015.0,68.0,4.0,céu claro,sem chuva,8,5,10,1,1
4253,Medium,41.8,46.5,88.6,LIGHT,21.0,1016.0,83.0,2.0,nuvens quebrados,sem chuva,13,0,8,0,0
4254,Low,45.8,5.4,87.0,DARK,11.0,1020.0,66.0,2.0,céu claro,sem chuva,4,6,10,1,0
4255,Low,40.8,20.5,90.8,DARK,16.0,1020.0,100.0,4.0,nuvens dispersas,sem chuva,2,6,8,1,0
4256,Low,38.9,10.1,84.0,DARK,16.0,1021.0,100.0,1.0,sem observação,sem chuva,23,2,9,0,0
4257,Low,40.5,14.3,83.9,DARK,19.0,1017.0,77.0,1.0,céu claro,sem chuva,20,4,7,0,0
4258,High,45.4,8.7,84.3,DARK,22.0,1015.0,77.0,3.0,sem observação,sem chuva,22,1,7,0,0
4259,Low,34.4,13.9,82.1,LIGHT,17.0,1013.0,67.0,4.0,céu pouco nublado,sem chuva,12,3,6,0,0
4260,Medium,36.1,18.1,79.1,DARK,13.0,1020.0,82.0,5.0,céu limpo,sem chuva,19,3,4,0,1
4261,None_Existent,42.0,0.0,75.6,DARK,10.0,1020.0,87.0,3.0,céu claro,sem chuva,7,6,1,1,1
4262,Low,37.6,11.5,94.1,LIGHT,10.0,1023.0,76.0,3.0,céu claro,sem chuva,12,3,1,0,0
4263,Low,43.2,3.6,81.6,DARK,16.0,1016.0,100.0,1.0,tempo nublado,sem chuva,21,0,9,0,0
4264,High,40.0,64.3,83.8,LIGHT,27.0,1018.0,28.0,4.0,sem observação,sem chuva,15,4,9,0,0
4265,Low,42.2,7.5,85.5,LIGHT,20.0,1021.0,77.0,3.0,nuvens quebradas,sem chuva,13,6,9,1,0
4266,Low,49.1,1.0,81.6,DARK,11.0,1017.0,100.0,5.0,sem observação,chuva fraca,0,0,2,0,0
4267,Very_High,43.2,64.0,77.2,DARK,12.0,1024.0,100.0,0.0,algumas nuvens,sem chuva,18,4,11,0,1
4268,None_Existent,38.8,0.0,70.0,LIGHT,9.0,1018.0,71.0,0.0,céu limpo,sem chuva,8,5,3,1,1
4269,Low,40.6,4.5,66.8,DARK,14.0,1021.0,93.0,5.0,sem observação,sem chuva,22,3,5,0,0
4270,None_Existent,44.0,0.0,85.5,LIGHT,28.0,1013.0,45.0,3.0,céu claro,sem chuva,13,6,9,1,0
4271,Low,37.8,7.9,87.2,LIGHT,22.0,1022.0,65.0,2.0,céu claro,sem chuva,12,0,9,0,0
4272,None_Existent,47.1,1.6,81.6,DARK,13.0,1020.0,100.0,1.0,sem observação,chuva fraca,3,3,9,0,0
4273,None_Existent,42.6,0.0,72.3,DARK,15.0,1013.0,72.0,3.0,sem observação,sem chuva,23,0,6,0,0
4274,Medium,36.5,22.3,69.6,LIGHT,19.0,1018.0,37.0,5.0,sem observação,sem chuva,10,1,5,0,0
4275,Medium,39.8,15.8,80.4,DARK,12.0,998.0,87.0,5.0,sem observação,chuva fraca,20,3,1,0,0
4276,High,44.7,26.7,83.2,DARK,14.0,1022.0,87.0,1.0,céu claro,sem chuva,21,2,10,0,0
4277,None_Existent,46.9,0.0,85.2,DARK,19.0,1022.0,42.0,1.0,céu claro,sem chuva,0,1,10,0,0
4278,Medium,38.1,21.3,85.3,LIGHT,21.0,1018.0,78.0,1.0,céu pouco nublado,sem chuva,10,5,8,1,0
4279,None_Existent,45.9,0.0,83.7,DARK,16.0,1020.0,88.0,2.0,céu claro,sem chuva,5,1,9,0,0
4280,None_Existent,46.9,0.0,83.2,DARK,13.0,1024.0,100.0,1.0,nuvens quebrados,sem chuva,6,5,11,1,0
4281,Very_High,41.5,62.3,77.8,LIGHT,12.0,1014.0,81.0,5.0,algumas nuvens,sem chuva,10,4,11,0,0
4282,None_Existent,40.1,0.0,84.2,DARK,20.0,1016.0,100.0,0.0,sem observação,sem chuva,23,6,8,1,0
4283,High,39.8,47.8,85.5,LIGHT,18.0,1008.0,93.0,8.0,sem observação,chuva moderada,14,5,9,1,0
4284,Medium,34.2,28.7,92.5,LIGHT,30.0,1016.0,28.0,3.0,céu claro,sem chuva,16,6,8,1,0
4285,Low,46.0,2.5,71.4,DARK,10.0,1010.0,100.0,3.0,nuvens quebradas,sem chuva,5,3,4,0,0
4286,Low,41.0,6.1,82.6,DARK,20.0,1013.0,69.0,1.0,céu claro,sem chuva,21,2,8,0,0
4287,Low,43.2,10.1,75.1,LIGHT,21.0,1019.0,64.0,2.0,sem observação,sem chuva,9,6,9,1,1
4288,Medium,34.2,33.8,80.3,LIGHT,17.0,1020.0,77.0,3.0,céu limpo,sem chuva,12,4,4,0,0
4289,High,38.9,70.3,73.4,LIGHT,22.0,1018.0,60.0,10.0,sem observação,sem chuva,16,4,5,0,0
4290,Medium,41.5,5.6,60.5,LIGHT,15.0,1020.0,51.0,4.0,sem observação,sem chuva,6,2,5,0,0
4291,None_Existent,38.2,3.5,81.7,DARK,7.0,1020.0,87.0,3.0,sem observação,sem chuva,0,2,1,0,0
4292,Medium,34.8,14.8,87.8,LIGHT,21.0,1017.0,83.0,3.0,nuvens dispersas,sem chuva,9,5,7,1,1
4293,Medium,38.4,8.9,64.1,LOW_LIGHT,18.0,1016.0,93.0,2.0,céu pouco nublado,sem chuva,20,0,6,0,0
4294,None_Existent,42.3,0.0,74.8,DARK,13.0,1016.0,87.0,10.0,sem observação,chuva fraca,6,3,11,0,0
4295,Medium,42.5,43.0,86.3,LIGHT,21.0,1018.0,64.0,7.0,algumas nuvens,sem chuva,16,1,7,0,0
4296,None_Existent,44.5,0.7,85.0,DARK,16.0,1018.0,100.0,0.0,sem observação,sem chuva,2,3,8,0,0
4297,Very_High,44.5,74.7,87.0,LIGHT,14.0,1022.0,100.0,0.0,sem observação,sem chuva,8,0,9,0,1
4298,High,53.9,5.9,76.3,DARK,13.0,1015.0,87.0,10.0,sem observação,chuva moderada,7,3,11,0,1
4299,Very_High,45.6,102.7,86.2,LOW_LIGHT,22.0,1017.0,43.0,3.0,céu claro,sem chuva,18,3,10,0,1
4300,Medium,37.4,32.0,88.2,LIGHT,16.0,1023.0,67.0,2.0,céu claro,sem chuva,15,1,11,0,0
4301,Low,40.6,19.3,80.4,LOW_LIGHT,18.0,1021.0,68.0,8.0,sem observação,sem chuva,19,1,9,0,1
4302,None_Existent,41.6,0.0,88.8,DARK,16.0,1020.0,39.0,6.0,céu claro,sem chuva,6,1,10,0,0
4303,None_Existent,41.1,0.0,89.1,DARK,7.0,1030.0,93.0,1.0,céu claro,sem chuva,22,0,2,0,0
4304,Medium,39.8,24.1,92.3,DARK,11.0,1022.0,71.0,2.0,céu claro,sem chuva,19,2,2,0,1
4305,None_Existent,42.7,0.0,79.3,DARK,19.0,1020.0,82.0,2.0,nuvens quebrados,sem chuva,0,0,7,0,0
4306,Medium,37.4,47.1,85.5,LIGHT,18.0,1017.0,82.0,4.0,algumas nuvens,sem chuva,15,1,10,0,0
4307,Medium,38.3,26.8,96.9,LIGHT,17.0,1021.0,52.0,2.0,céu claro,sem chuva,15,5,2,1,0
4308,Low,42.4,35.2,86.1,DARK,13.0,1011.0,58.0,2.0,céu claro,sem chuva,6,1,10,0,0
4309,Low,40.7,5.0,87.2,LIGHT,12.0,1022.0,93.0,6.0,nuvens quebrados,sem chuva,10,5,2,1,0
4310,Low,37.7,10.3,75.7,LIGHT,22.0,1021.0,49.0,4.0,sem observação,sem chuva,12,5,5,1,0
4311,None_Existent,42.1,0.0,75.4,DARK,13.0,1000.0,82.0,1.0,nuvens dispersas,sem chuva,5,1,11,0,0
4312,None_Existent,46.9,0.0,82.9,DARK,12.0,1021.0,100.0,1.0,sem observação,chuva fraca,6,5,9,1,0
4313,Low,38.3,15.3,78.7,LIGHT,14.0,1018.0,67.0,6.0,céu pouco nublado,sem chuva,13,4,5,0,0
4314,Medium,41.3,16.5,96.2,LIGHT,16.0,1028.0,77.0,5.0,nuvens quebrados,sem chuva,12,2,2,0,0
4315,None_Existent,42.8,5.8,76.8,DARK,17.0,1010.0,82.0,4.0,nuvens quebradas,sem chuva,1,5,9,1,0
4316,None_Existent,43.1,0.0,88.3,DARK,13.0,1016.0,93.0,0.0,céu claro,sem chuva,5,2,8,0,0
4317,Medium,41.4,28.7,89.4,LOW_LIGHT,13.0,1019.0,66.0,4.0,algumas nuvens,sem chuva,18,0,2,0,1
4318,High,40.8,42.4,81.8,LIGHT,18.0,1016.0,100.0,5.0,sem observação,sem chuva,9,0,7,0,1
4319,None_Existent,43.4,0.0,92.3,LIGHT,10.0,1017.0,93.0,0.0,céu claro,sem chuva,7,5,10,1,1
4320,Low,38.8,4.2,79.2,DARK,14.0,1019.0,100.0,4.0,sem observação,chuva fraca,0,6,4,1,0
4321,None_Existent,38.5,2.3,64.4,DARK,15.0,1012.0,100.0,5.0,sem observação,chuva fraca,22,3,5,0,0
4322,Low,48.2,1.3,67.9,DARK,16.0,1014.0,55.0,2.0,sem observação,sem chuva,4,1,5,0,0
4323,None_Existent,46.6,7.7,83.0,DARK,15.0,1013.0,87.0,5.0,nuvens quebrados,sem chuva,23,2,10,0,0
4324,None_Existent,44.6,0.0,80.8,DARK,13.0,1006.0,100.0,4.0,sem observação,chuva moderada,22,2,1,0,0
4325,Medium,45.4,3.6,69.8,LOW_LIGHT,14.0,1011.0,100.0,3.0,nuvens quebradas,sem chuva,6,2,5,0,0
4326,Low,38.3,8.5,64.6,DARK,16.0,1014.0,100.0,3.0,sem observação,sem chuva,4,2,6,0,0
4327,None_Existent,42.5,2.1,67.2,DARK,18.0,1017.0,100.0,1.0,nuvens dispersas,sem chuva,22,0,9,0,0
4328,None_Existent,46.2,0.0,80.5,DARK,13.0,1020.0,100.0,0.0,céu claro,sem chuva,2,5,8,1,0
4329,None_Existent,45.6,2.4,75.8,DARK,14.0,1011.0,76.0,6.0,nuvens quebrados,sem chuva,1,0,10,0,0
4330,Medium,40.6,14.4,84.4,LIGHT,25.0,1014.0,64.0,4.0,sem observação,sem chuva,18,6,9,1,1
4331,None_Existent,46.9,0.0,78.8,DARK,9.0,1013.0,100.0,2.0,nuvens dispersas,sem chuva,4,0,11,0,0
4332,High,44.0,28.2,72.3,LIGHT,20.0,1017.0,57.0,5.0,sem observação,sem chuva,8,3,8,0,1
4333,Very_High,44.3,75.3,72.2,LIGHT,15.0,1017.0,67.0,3.0,céu pouco nublado,sem chuva,18,2,6,0,1
4334,None_Existent,43.7,5.7,82.7,LIGHT,13.0,1010.0,100.0,0.0,sem observação,chuva moderada,11,6,11,1,0
4335,High,45.0,61.0,95.2,DARK,11.0,1025.0,100.0,0.0,nuvens dispersas,sem chuva,19,3,2,0,1
4336,Very_High,42.3,57.6,73.9,LIGHT,25.0,1014.0,27.0,2.0,sem observação,sem chuva,18,1,5,0,1
4337,None_Existent,39.7,0.0,84.7,LIGHT,21.0,1016.0,88.0,1.0,céu claro,sem chuva,7,5,8,1,1
4338,High,39.6,88.4,88.3,LIGHT,22.0,1016.0,64.0,6.0,céu claro,sem chuva,16,3,8,0,0
4339,Very_High,38.2,154.1,66.9,LIGHT,14.0,1019.0,71.0,3.0,nublado,sem chuva,9,0,5,0,1
4340,None_Existent,36.8,0.7,68.4,DARK,7.0,1031.0,100.0,0.0,nuvens dispersas,sem chuva,5,6,12,1,0
4341,Low,37.0,21.0,91.1,LIGHT,21.0,1020.0,77.0,2.0,céu claro,sem chuva,12,3,9,0,0
4342,High,41.9,54.2,86.6,LIGHT,26.0,1020.0,29.0,2.0,céu claro,sem chuva,17,1,10,0,1
4343,Low,44.3,9.9,72.7,DARK,19.0,1018.0,100.0,1.0,nuvens quebradas,sem chuva,0,5,8,1,0
4344,Low,37.2,10.2,85.8,LIGHT,24.0,1021.0,39.0,4.0,céu claro,sem chuva,13,0,10,0,0
4345,None_Existent,44.1,2.1,74.5,DARK,18.0,1019.0,64.0,1.0,sem observação,sem chuva,1,4,5,0,0
4346,Medium,34.6,13.2,66.8,LIGHT,15.0,1015.0,77.0,3.0,céu pouco nublado,sem chuva,19,2,5,0,1
4347,None_Existent,42.7,4.5,62.5,DARK,18.0,1021.0,72.0,1.0,sem observação,sem chuva,0,3,5,0,0
4348,Medium,34.9,43.0,79.7,LIGHT,19.0,1026.0,82.0,6.0,céu pouco nublado,sem chuva,17,5,4,1,1
4349,Medium,39.4,27.2,88.4,LIGHT,20.0,1021.0,73.0,1.0,sem observação,sem chuva,10,3,8,0,0
4350,Medium,35.3,10.8,87.1,LIGHT,25.0,1019.0,73.0,6.0,sem observação,sem chuva,13,6,7,1,0
4351,Medium,37.8,23.9,91.2,DARK,22.0,1016.0,83.0,1.0,céu claro,sem chuva,21,5,8,1,0
4352,Low,43.0,12.8,77.9,DARK,17.0,1015.0,82.0,1.0,sem observação,sem chuva,5,4,8,0,0
4353,Low,43.9,10.4,86.6,DARK,18.0,1015.0,88.0,2.0,sem observação,sem chuva,2,0,9,0,0
4354,Medium,38.3,24.7,83.8,LIGHT,19.0,1017.0,82.0,2.0,nuvens quebradas,sem chuva,13,3,9,0,0
4355,None_Existent,45.2,0.0,87.4,DARK,18.0,1012.0,77.0,2.0,sem observação,sem chuva,5,5,9,1,0
4356,Very_High,46.5,79.5,78.3,DARK,8.0,1018.0,93.0,2.0,nuvens quebrados,sem chuva,19,4,1,0,1
4357,Medium,34.8,18.8,89.4,LIGHT,12.0,1027.0,93.0,2.0,sem observação,chuva,13,3,2,0,0
4358,Very_High,43.1,126.0,81.6,LIGHT,14.0,1021.0,100.0,4.0,céu pouco nublado,sem chuva,9,3,9,0,1
4359,Medium,39.3,19.7,71.8,DARK,12.0,1011.0,77.0,4.0,céu claro,sem chuva,2,5,11,1,0
4360,None_Existent,40.6,0.0,78.3,DARK,9.0,1012.0,93.0,4.0,nuvens quebrados,sem chuva,1,4,11,0,0
4361,Medium,40.3,21.8,90.2,LIGHT,19.0,1017.0,55.0,4.0,céu claro,sem chuva,17,6,10,1,1
4362,Very_High,42.2,53.7,73.7,LIGHT,25.0,1017.0,68.0,7.0,sem observação,sem chuva,16,4,6,0,0
4363,Low,34.4,10.7,74.5,LOW_LIGHT,18.0,1017.0,88.0,2.0,céu pouco nublado,sem chuva,20,2,6,0,0
4364,None_Existent,36.0,2.3,88.2,DARK,12.0,1026.0,82.0,4.0,céu claro,sem chuva,21,3,2,0,0
4365,Very_High,43.1,76.2,77.9,LIGHT,12.0,1019.0,93.0,3.0,nuvens quebrados,sem chuva,9,1,1,0,1
4366,High,39.7,39.4,76.0,LIGHT,14.0,1019.0,82.0,5.0,céu pouco nublado,sem chuva,17,2,4,0,1
4367,Medium,48.2,5.4,85.2,LOW_LIGHT,15.0,1015.0,100.0,1.0,sem observação,sem chuva,6,2,7,0,0
4368,Low,35.3,4.3,85.1,LIGHT,21.0,1016.0,35.0,6.0,céu claro,sem chuva,12,0,10,0,0
4369,None_Existent,46.6,0.0,85.3,DARK,17.0,1012.0,93.0,2.0,algumas nuvens,sem chuva,4,1,8,0,0
4370,Medium,40.9,26.5,80.9,LIGHT,12.0,1020.0,100.0,4.0,sem observação,chuva moderada,14,1,1,0,0
4371,None_Existent,51.2,0.0,76.9,DARK,17.0,1017.0,100.0,4.0,sem observação,sem chuva,22,3,7,0,0
