RowId,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_RAIN,Hour,DayOfWeek,Month,CLOUD_algumas nuvens,CLOUD_c̩u claro,CLOUD_c̩u limpo,CLOUD_c̩u pouco nublado,CLOUD_nublado,CLOUD_nuvens dispersas,CLOUD_nuvens quebradas,CLOUD_nuvens quebrados,CLOUD_sem observa̤̣o,CLOUD_tempo nublado
4231,43.4,46.2,81.0,2.0,29.0,1017.0,38.0,1.0,0,12,3,8,False,False,False,False,False,False,False,False,True,False
4232,44.5,82.3,76.3,2.0,13.0,1018.0,93.0,6.0,0,9,3,1,False,False,False,False,False,False,False,True,False,False
4233,36.8,46.9,91.4,2.0,21.0,1015.0,88.0,3.0,0,15,2,7,False,False,False,False,False,True,False,False,False,False
4234,41.1,104.9,84.0,2.0,16.0,1014.0,93.0,1.0,0,10,4,9,False,False,False,False,True,False,False,False,False,False
4235,49.2,0.0,82.4,0.0,24.0,1016.0,47.0,6.0,0,5,5,8,False,True,False,False,False,False,False,False,False,False
4236,48.9,35.0,62.3,1.0,1.0,1021.0,86.0,4.0,0,8,4,1,False,True,False,False,False,False,False,False,False,False
4237,38.5,50.9,90.5,2.0,18.0,1018.0,93.0,4.0,0,16,1,9,False,False,False,False,False,False,False,False,True,False
4238,44.5,0.0,85.0,0.0,10.0,1016.0,54.0,3.0,0,4,0,10,False,True,False,False,False,False,False,False,False,False
4239,36.9,10.5,76.3,0.0,21.0,1019.0,82.0,1.0,0,0,6,9,False,False,False,False,False,False,False,False,True,False
4240,39.3,79.4,85.9,2.0,20.0,1017.0,93.0,2.0,0,15,3,9,False,False,False,False,False,False,True,False,False,False
4241,44.5,2.0,85.0,0.0,17.0,1015.0,93.0,2.0,0,0,3,9,False,False,False,False,False,False,False,False,False,True
4242,43.8,53.7,86.3,2.0,21.0,1019.0,68.0,4.0,0,16,5,8,False,True,False,False,False,False,False,False,False,False
4243,34.1,61.2,92.5,2.0,20.0,1016.0,82.0,8.0,0,17,1,8,True,False,False,False,False,False,False,False,False,False
4244,40.9,22.6,87.8,2.0,20.0,1019.0,64.0,4.0,0,12,5,10,True,False,False,False,False,False,False,False,False,False
4245,42.0,0.0,76.0,0.0,9.0,1023.0,93.0,0.0,0,23,0,1,False,False,False,False,False,True,False,False,False,False
4246,45.8,4.3,86.9,0.0,16.0,1018.0,100.0,2.0,0,23,4,9,False,False,False,False,False,False,False,False,True,False
4247,42.0,0.0,76.8,0.0,11.0,1010.0,93.0,1.0,0,5,6,11,True,False,False,False,False,False,False,False,False,False
4248,33.3,73.4,77.3,2.0,21.0,1016.0,68.0,8.0,0,19,4,5,False,False,False,False,False,False,False,False,True,False
4249,41.8,10.2,85.9,2.0,10.0,1021.0,71.0,2.0,1,8,0,3,False,False,False,False,False,False,False,False,True,False
4250,41.7,78.9,88.2,2.0,3.0,1030.0,81.0,1.0,0,9,1,2,False,False,False,False,False,False,False,False,True,False
4251,45.7,6.2,87.9,2.0,14.0,1020.0,100.0,1.0,0,8,6,9,False,False,False,False,False,False,False,False,True,False
4252,38.4,0.0,84.5,2.0,16.0,1015.0,68.0,4.0,0,8,5,10,False,True,False,False,False,False,False,False,False,False
4253,41.8,46.5,88.6,2.0,21.0,1016.0,83.0,2.0,0,13,0,8,False,False,False,False,False,False,False,True,False,False
4254,45.8,5.4,87.0,0.0,11.0,1020.0,66.0,2.0,0,4,6,10,False,True,False,False,False,False,False,False,False,False
4255,40.8,20.5,90.8,0.0,16.0,1020.0,100.0,4.0,0,2,6,8,False,False,False,False,False,True,False,False,False,False
4256,38.9,10.1,84.0,0.0,16.0,1021.0,100.0,1.0,0,23,2,9,False,False,False,False,False,False,False,False,True,False
4257,40.5,14.3,83.9,0.0,19.0,1017.0,77.0,1.0,0,20,4,7,False,True,False,False,False,False,False,False,False,False
4258,45.4,8.7,84.3,0.0,22.0,1015.0,77.0,3.0,0,22,1,7,False,False,False,False,False,False,False,False,True,False
4259,34.4,13.9,82.1,2.0,17.0,1013.0,67.0,4.0,0,12,3,6,False,False,False,True,False,False,False,False,False,False
4260,36.1,18.1,79.1,0.0,13.0,1020.0,82.0,5.0,0,19,3,4,False,False,True,False,False,False,False,False,False,False
4261,42.0,0.0,75.6,0.0,10.0,1020.0,87.0,3.0,0,7,6,1,False,True,False,False,False,False,False,False,False,False
4262,37.6,11.5,94.1,2.0,10.0,1023.0,76.0,3.0,0,12,3,1,False,True,False,False,False,False,False,False,False,False
4263,43.2,3.6,81.6,0.0,16.0,1016.0,100.0,1.0,0,21,0,9,False,False,False,False,False,False,False,False,False,True
4264,40.0,64.3,83.8,2.0,27.0,1018.0,28.0,4.0,0,15,4,9,False,False,False,False,False,False,False,False,True,False
4265,42.2,7.5,85.5,2.0,20.0,1021.0,77.0,3.0,0,13,6,9,False,False,False,False,False,False,True,False,False,False
4266,49.1,1.0,81.6,0.0,11.0,1017.0,100.0,5.0,1,0,0,2,False,False,False,False,False,False,False,False,True,False
4267,43.2,64.0,77.2,0.0,12.0,1024.0,100.0,0.0,0,18,4,11,True,False,False,False,False,False,False,False,False,False
4268,38.8,0.0,70.0,2.0,9.0,1018.0,71.0,0.0,0,8,5,3,False,False,True,False,False,False,False,False,False,False
4269,40.6,4.5,66.8,0.0,14.0,1021.0,93.0,5.0,0,22,3,5,False,False,False,False,False,False,False,False,True,False
4270,44.0,0.0,85.5,2.0,28.0,1013.0,45.0,3.0,0,13,6,9,False,True,False,False,False,False,False,False,False,False
4271,37.8,7.9,87.2,2.0,22.0,1022.0,65.0,2.0,0,12,0,9,False,True,False,False,False,False,False,False,False,False
4272,47.1,1.6,81.6,0.0,13.0,1020.0,100.0,1.0,1,3,3,9,False,False,False,False,False,False,False,False,True,False
4273,42.6,0.0,72.3,0.0,15.0,1013.0,72.0,3.0,0,23,0,6,False,False,False,False,False,False,False,False,True,False
4274,36.5,22.3,69.6,2.0,19.0,1018.0,37.0,5.0,0,10,1,5,False,False,False,False,False,False,False,False,True,False
4275,39.8,15.8,80.4,0.0,12.0,998.0,87.0,5.0,1,20,3,1,False,False,False,False,False,False,False,False,True,False
4276,44.7,26.7,83.2,0.0,14.0,1022.0,87.0,1.0,0,21,2,10,False,True,False,False,False,False,False,False,False,False
4277,46.9,0.0,85.2,0.0,19.0,1022.0,42.0,1.0,0,0,1,10,False,True,False,False,False,False,False,False,False,False
4278,38.1,21.3,85.3,2.0,21.0,1018.0,78.0,1.0,0,10,5,8,False,False,False,True,False,False,False,False,False,False
4279,45.9,0.0,83.7,0.0,16.0,1020.0,88.0,2.0,0,5,1,9,False,True,False,False,False,False,False,False,False,False
4280,46.9,0.0,83.2,0.0,13.0,1024.0,100.0,1.0,0,6,5,11,False,False,False,False,False,False,False,True,False,False
4281,41.5,62.3,77.8,2.0,12.0,1014.0,81.0,5.0,0,10,4,11,True,False,False,False,False,False,False,False,False,False
4282,40.1,0.0,84.2,0.0,20.0,1016.0,100.0,0.0,0,23,6,8,False,False,False,False,False,False,False,False,True,False
4283,39.8,47.8,85.5,2.0,18.0,1008.0,93.0,8.0,2,14,5,9,False,False,False,False,False,False,False,False,True,False
4284,34.2,28.7,92.5,2.0,30.0,1016.0,28.0,3.0,0,16,6,8,False,True,False,False,False,False,False,False,False,False
4285,46.0,2.5,71.4,0.0,10.0,1010.0,100.0,3.0,0,5,3,4,False,False,False,False,False,False,True,False,False,False
4286,41.0,6.1,82.6,0.0,20.0,1013.0,69.0,1.0,0,21,2,8,False,True,False,False,False,False,False,False,False,False
4287,43.2,10.1,75.1,2.0,21.0,1019.0,64.0,2.0,0,9,6,9,False,False,False,False,False,False,False,False,True,False
4288,34.2,33.8,80.3,2.0,17.0,1020.0,77.0,3.0,0,12,4,4,False,False,True,False,False,False,False,False,False,False
4289,38.9,70.3,73.4,2.0,22.0,1018.0,60.0,10.0,0,16,4,5,False,False,False,False,False,False,False,False,True,False
4290,41.5,5.6,60.5,2.0,15.0,1020.0,51.0,4.0,0,6,2,5,False,False,False,False,False,False,False,False,True,False
4291,38.2,3.5,81.7,0.0,7.0,1020.0,87.0,3.0,0,0,2,1,False,False,False,False,False,False,False,False,True,False
4292,34.8,14.8,87.8,2.0,21.0,1017.0,83.0,3.0,0,9,5,7,False,False,False,False,False,True,False,False,False,False
4293,38.4,8.9,64.1,1.0,18.0,1016.0,93.0,2.0,0,20,0,6,False,False,False,True,False,False,False,False,False,False
4294,42.3,0.0,74.8,0.0,13.0,1016.0,87.0,10.0,1,6,3,11,False,False,False,False,False,False,False,False,True,False
4295,42.5,43.0,86.3,2.0,21.0,1018.0,64.0,7.0,0,16,1,7,True,False,False,False,False,False,False,False,False,False
4296,44.5,0.7,85.0,0.0,16.0,1018.0,100.0,0.0,0,2,3,8,False,False,False,False,False,False,False,False,True,False
4297,44.5,74.7,87.0,2.0,14.0,1022.0,100.0,0.0,0,8,0,9,False,False,False,False,False,False,False,False,True,False
4298,53.9,5.9,76.3,0.0,13.0,1015.0,87.0,10.0,2,7,3,11,False,False,False,False,False,False,False,False,True,False
4299,45.6,102.7,86.2,1.0,22.0,1017.0,43.0,3.0,0,18,3,10,False,True,False,False,False,False,False,False,False,False
4300,37.4,32.0,88.2,2.0,16.0,1023.0,67.0,2.0,0,15,1,11,False,True,False,False,False,False,False,False,False,False
4301,40.6,19.3,80.4,1.0,18.0,1021.0,68.0,8.0,0,19,1,9,False,False,False,False,False,False,False,False,True,False
4302,41.6,0.0,88.8,0.0,16.0,1020.0,39.0,6.0,0,6,1,10,False,True,False,False,False,False,False,False,False,False
4303,41.1,0.0,89.1,0.0,7.0,1030.0,93.0,1.0,0,22,0,2,False,True,False,False,False,False,False,False,False,False
4304,39.8,24.1,92.3,0.0,11.0,1022.0,71.0,2.0,0,19,2,2,False,True,False,False,False,False,False,False,False,False
4305,42.7,0.0,79.3,0.0,19.0,1020.0,82.0,2.0,0,0,0,7,False,False,False,False,False,False,False,True,False,False
4306,37.4,47.1,85.5,2.0,18.0,1017.0,82.0,4.0,0,15,1,10,True,False,False,False,False,False,False,False,False,False
4307,38.3,26.8,96.9,2.0,17.0,1021.0,52.0,2.0,0,15,5,2,False,True,False,False,False,False,False,False,False,False
4308,42.4,35.2,86.1,0.0,13.0,1011.0,58.0,2.0,0,6,1,10,False,True,False,False,False,False,False,False,False,False
4309,40.7,5.0,87.2,2.0,12.0,1022.0,93.0,6.0,0,10,5,2,False,False,False,False,False,False,False,True,False,False
4310,37.7,10.3,75.7,2.0,22.0,1021.0,49.0,4.0,0,12,5,5,False,False,False,False,False,False,False,False,True,False
4311,42.1,0.0,75.4,0.0,13.0,1000.0,82.0,1.0,0,5,1,11,False,False,False,False,False,True,False,False,False,False
4312,46.9,0.0,82.9,0.0,12.0,1021.0,100.0,1.0,1,6,5,9,False,False,False,False,False,False,False,False,True,False
4313,38.3,15.3,78.7,2.0,14.0,1018.0,67.0,6.0,0,13,4,5,False,False,False,True,False,False,False,False,False,False
4314,41.3,16.5,96.2,2.0,16.0,1028.0,77.0,5.0,0,12,2,2,False,False,False,False,False,False,False,True,False,False
4315,42.8,5.8,76.8,0.0,17.0,1010.0,82.0,4.0,0,1,5,9,False,False,False,False,False,False,True,False,False,False
4316,43.1,0.0,88.3,0.0,13.0,1016.0,93.0,0.0,0,5,2,8,False,True,False,False,False,False,False,False,False,False
4317,41.4,28.7,89.4,1.0,13.0,1019.0,66.0,4.0,0,18,0,2,True,False,False,False,False,False,False,False,False,False
4318,40.8,42.4,81.8,2.0,18.0,1016.0,100.0,5.0,0,9,0,7,False,False,False,False,False,False,False,False,True,False
4319,43.4,0.0,92.3,2.0,10.0,1017.0,93.0,0.0,0,7,5,10,False,True,False,False,False,False,False,False,False,False
4320,38.8,4.2,79.2,0.0,14.0,1019.0,100.0,4.0,1,0,6,4,False,False,False,False,False,False,False,False,True,False
4321,38.5,2.3,64.4,0.0,15.0,1012.0,100.0,5.0,1,22,3,5,False,False,False,False,False,False,False,False,True,False
4322,48.2,1.3,67.9,0.0,16.0,1014.0,55.0,2.0,0,4,1,5,False,False,False,False,False,False,False,False,True,False
4323,46.6,7.7,83.0,0.0,15.0,1013.0,87.0,5.0,0,23,2,10,False,False,False,False,False,False,False,True,False,False
4324,44.6,0.0,80.8,0.0,13.0,1006.0,100.0,4.0,2,22,2,1,False,False,False,False,False,False,False,False,True,False
4325,45.4,3.6,69.8,1.0,14.0,1011.0,100.0,3.0,0,6,2,5,False,False,False,False,False,False,True,False,False,False
4326,38.3,8.5,64.6,0.0,16.0,1014.0,100.0,3.0,0,4,2,6,False,False,False,False,False,False,False,False,True,False
4327,42.5,2.1,67.2,0.0,18.0,1017.0,100.0,1.0,0,22,0,9,False,False,False,False,False,True,False,False,False,False
4328,46.2,0.0,80.5,0.0,13.0,1020.0,100.0,0.0,0,2,5,8,False,True,False,False,False,False,False,False,False,False
4329,45.6,2.4,75.8,0.0,14.0,1011.0,76.0,6.0,0,1,0,10,False,False,False,False,False,False,False,True,False,False
4330,40.6,14.4,84.4,2.0,25.0,1014.0,64.0,4.0,0,18,6,9,False,False,False,False,False,False,False,False,True,False
4331,46.9,0.0,78.8,0.0,9.0,1013.0,100.0,2.0,0,4,0,11,False,False,False,False,False,True,False,False,False,False
4332,44.0,28.2,72.3,2.0,20.0,1017.0,57.0,5.0,0,8,3,8,False,False,False,False,False,False,False,False,True,False
4333,44.3,75.3,72.2,2.0,15.0,1017.0,67.0,3.0,0,18,2,6,False,False,False,True,False,False,False,False,False,False
4334,43.7,5.7,82.7,2.0,13.0,1010.0,100.0,0.0,2,11,6,11,False,False,False,False,False,False,False,False,True,False
4335,45.0,61.0,95.2,0.0,11.0,1025.0,100.0,0.0,0,19,3,2,False,False,False,False,False,True,False,False,False,False
4336,42.3,57.6,73.9,2.0,25.0,1014.0,27.0,2.0,0,18,1,5,False,False,False,False,False,False,False,False,True,False
4337,39.7,0.0,84.7,2.0,21.0,1016.0,88.0,1.0,0,7,5,8,False,True,False,False,False,False,False,False,False,False
4338,39.6,88.4,88.3,2.0,22.0,1016.0,64.0,6.0,0,16,3,8,False,True,False,False,False,False,False,False,False,False
4339,38.2,154.1,66.9,2.0,14.0,1019.0,71.0,3.0,0,9,0,5,False,False,False,False,True,False,False,False,False,False
4340,36.8,0.7,68.4,0.0,7.0,1031.0,100.0,0.0,0,5,6,12,False,False,False,False,False,True,False,False,False,False
4341,37.0,21.0,91.1,2.0,21.0,1020.0,77.0,2.0,0,12,3,9,False,True,False,False,False,False,False,False,False,False
4342,41.9,54.2,86.6,2.0,26.0,1020.0,29.0,2.0,0,17,1,10,False,True,False,False,False,False,False,False,False,False
4343,44.3,9.9,72.7,0.0,19.0,1018.0,100.0,1.0,0,0,5,8,False,False,False,False,False,False,True,False,False,False
4344,37.2,10.2,85.8,2.0,24.0,1021.0,39.0,4.0,0,13,0,10,False,True,False,False,False,False,False,False,False,False
4345,44.1,2.1,74.5,0.0,18.0,1019.0,64.0,1.0,0,1,4,5,False,False,False,False,False,False,False,False,True,False
4346,34.6,13.2,66.8,2.0,15.0,1015.0,77.0,3.0,0,19,2,5,False,False,False,True,False,False,False,False,False,False
4347,42.7,4.5,62.5,0.0,18.0,1021.0,72.0,1.0,0,0,3,5,False,False,False,False,False,False,False,False,True,False
4348,34.9,43.0,79.7,2.0,19.0,1026.0,82.0,6.0,0,17,5,4,False,False,False,True,False,False,False,False,False,False
4349,39.4,27.2,88.4,2.0,20.0,1021.0,73.0,1.0,0,10,3,8,False,False,False,False,False,False,False,False,True,False
4350,35.3,10.8,87.1,2.0,25.0,1019.0,73.0,6.0,0,13,6,7,False,False,False,False,False,False,False,False,True,False
4351,37.8,23.9,91.2,0.0,22.0,1016.0,83.0,1.0,0,21,5,8,False,True,False,False,False,False,False,False,False,False
4352,43.0,12.8,77.9,0.0,17.0,1015.0,82.0,1.0,0,5,4,8,False,False,False,False,False,False,False,False,True,False
4353,43.9,10.4,86.6,0.0,18.0,1015.0,88.0,2.0,0,2,0,9,False,False,False,False,False,False,False,False,True,False
4354,38.3,24.7,83.8,2.0,19.0,1017.0,82.0,2.0,0,13,3,9,False,False,False,False,False,False,True,False,False,False
4355,45.2,0.0,87.4,0.0,18.0,1012.0,77.0,2.0,0,5,5,9,False,False,False,False,False,False,False,False,True,False
4356,46.5,79.5,78.3,0.0,8.0,1018.0,93.0,2.0,0,19,4,1,False,False,False,False,False,False,False,True,False,False
4357,34.8,18.8,89.4,2.0,12.0,1027.0,93.0,2.0,2,13,3,2,False,False,False,False,False,False,False,False,True,False
4358,43.1,126.0,81.6,2.0,14.0,1021.0,100.0,4.0,0,9,3,9,False,False,False,True,False,False,False,False,False,False
4359,39.3,19.7,71.8,0.0,12.0,1011.0,77.0,4.0,0,2,5,11,False,True,False,False,False,False,False,False,False,False
4360,40.6,0.0,78.3,0.0,9.0,1012.0,93.0,4.0,0,1,4,11,False,False,False,False,False,False,False,True,False,False
4361,40.3,21.8,90.2,2.0,19.0,1017.0,55.0,4.0,0,17,6,10,False,True,False,False,False,False,False,False,False,False
4362,42.2,53.7,73.7,2.0,25.0,1017.0,68.0,7.0,0,16,4,6,False,False,False,False,False,False,False,False,True,False
4363,34.4,10.7,74.5,1.0,18.0,1017.0,88.0,2.0,0,20,2,6,False,False,False,True,False,False,False,False,False,False
4364,36.0,2.3,88.2,0.0,12.0,1026.0,82.0,4.0,0,21,3,2,False,True,False,False,False,False,False,False,False,False
4365,43.1,76.2,77.9,2.0,12.0,1019.0,93.0,3.0,0,9,1,1,False,False,False,False,False,False,False,True,False,False
4366,39.7,39.4,76.0,2.0,14.0,1019.0,82.0,5.0,0,17,2,4,False,False,False,True,False,False,False,False,False,False
4367,48.2,5.4,85.2,1.0,15.0,1015.0,100.0,1.0,0,6,2,7,False,False,False,False,False,False,False,False,True,False
4368,35.3,4.3,85.1,2.0,21.0,1016.0,35.0,6.0,0,12,0,10,False,True,False,False,False,False,False,False,False,False
4369,46.6,0.0,85.3,0.0,17.0,1012.0,93.0,2.0,0,4,1,8,True,False,False,False,False,False,False,False,False,False
4370,40.9,26.5,80.9,2.0,12.0,1020.0,100.0,4.0,2,14,1,1,False,False,False,False,False,False,False,False,True,False
4371,51.2,0.0,76.9,0.0,17.0,1017.0,100.0,4.0,0,22,3,7,False,False,False,False,False,False,False,False,True,False
4372,41.1,27.6,84.3,2.0,24.0,1016.0,94.0,4.0,0,18,5,8,False,False,False,False,False,False,True,False,False,False
4373,42.5,4.4,62.5,0.0,13.0,1020.0,100.0,1.0,0,1,3,5,False,False,False,False,False,False,True,False,False,False
4374,37.1,45.0,89.6,2.0,20.0,1011.0,72.0,5.0,0,15,3,10,False,False,False,False,False,True,False,False,False,False
4375,31.1,15.5,94.6,2.0,16.0,1022.0,77.0,7.0,0,13,6,3,False,False,False,False,False,False,True,False,False,False
4376,41.8,0.0,88.0,0.0,5.0,1028.0,87.0,1.0,0,3,0,2,False,True,False,False,False,False,False,False,False,False
4377,43.3,0.0,86.6,0.0,19.0,1017.0,93.0,3.0,0,0,1,8,False,False,False,False,False,False,False,False,False,True
4378,47.2,1.7,73.2,1.0,18.0,1013.0,100.0,3.0,0,6,3,7,False,False,False,False,False,False,False,False,True,False
4379,41.2,73.7,71.8,2.0,20.0,1016.0,77.0,6.0,0,17,1,5,False,False,False,False,False,False,False,False,True,False
4380,44.9,3.3,79.0,0.0,15.0,1018.0,93.0,1.0,0,3,5,9,False,False,False,False,False,False,False,False,True,False
4381,39.6,42.4,87.8,2.0,16.0,1016.0,93.0,1.0,0,9,1,10,False,False,False,False,False,False,False,False,True,False
4382,36.4,18.9,69.8,2.0,11.0,1018.0,87.0,2.0,0,13,2,1,False,False,False,False,False,False,False,True,False,False
4383,45.5,1.5,71.3,2.0,13.0,1021.0,100.0,1.0,0,8,5,9,False,False,False,False,False,False,False,False,True,False
4384,37.0,27.0,90.6,2.0,18.0,1016.0,88.0,1.0,0,10,3,9,False,False,False,False,False,False,False,False,True,False
4385,43.9,135.9,81.2,2.0,15.0,1013.0,100.0,2.0,0,8,4,9,False,False,False,False,True,False,False,False,False,False
4386,47.0,2.3,71.8,0.0,13.0,1011.0,87.0,6.0,0,22,6,11,False,False,False,False,False,True,False,False,False,False
4387,43.2,0.0,81.6,0.0,18.0,1013.0,93.0,1.0,0,3,4,9,False,True,False,False,False,False,False,False,False,False
4388,37.6,14.4,89.5,0.0,16.0,1020.0,82.0,3.0,0,21,4,8,False,True,False,False,False,False,False,False,False,False
4389,40.9,10.4,90.3,0.0,17.0,1019.0,93.0,0.0,0,19,5,9,False,False,False,False,False,False,False,False,True,False
4390,40.5,60.6,76.5,0.0,14.0,1023.0,100.0,2.0,0,19,0,12,False,False,False,False,False,False,False,False,True,False
4391,47.3,11.3,77.4,0.0,12.0,1003.0,100.0,3.0,2,18,6,11,False,False,False,False,False,False,False,False,True,False
4392,44.3,71.3,75.7,0.0,13.0,1013.0,82.0,4.0,0,17,4,11,False,False,False,False,False,False,False,True,False,False
4393,38.2,2.1,69.2,0.0,9.0,1016.0,100.0,0.0,0,6,1,4,False,False,False,True,False,False,False,False,False,False
4394,43.0,0.0,87.8,0.0,17.0,1017.0,100.0,5.0,0,0,4,7,False,False,False,False,False,False,False,False,True,False
4395,34.6,13.5,75.8,2.0,27.0,1015.0,30.0,3.0,0,13,1,5,False,False,False,False,False,False,False,False,True,False
4396,46.0,5.5,78.2,2.0,13.0,1008.0,93.0,4.0,2,16,6,11,False,False,False,False,False,False,False,False,True,False
4397,47.8,2.4,79.1,0.0,17.0,1016.0,100.0,1.0,0,1,1,7,False,False,False,True,False,False,False,False,False,False
4398,42.0,0.0,76.0,0.0,9.0,1022.0,100.0,3.0,0,4,1,1,False,False,False,False,False,False,False,True,False,False
4399,49.5,1.1,63.6,0.0,16.0,1016.0,93.0,0.0,0,2,3,6,False,False,False,False,False,False,True,False,False,False
4400,40.0,97.2,88.3,2.0,24.0,1013.0,78.0,2.0,0,17,1,7,False,False,False,False,False,False,False,False,True,False
4401,42.9,0.0,88.3,0.0,21.0,1012.0,69.0,0.0,0,2,6,9,False,True,False,False,False,False,False,False,False,False
4402,45.6,88.6,61.7,2.0,17.0,1017.0,93.0,1.0,0,8,3,6,False,False,False,False,False,False,True,False,False,False
4403,36.5,64.5,76.4,2.0,18.0,1015.0,68.0,4.0,0,16,1,6,False,False,False,True,False,False,False,False,False,False
4404,45.1,1.0,84.5,0.0,15.0,1017.0,93.0,3.0,0,4,4,8,False,True,False,False,False,False,False,False,False,False
4405,37.4,73.1,85.5,2.0,25.0,1016.0,47.0,5.0,0,16,5,10,False,True,False,False,False,False,False,False,False,False
4406,41.4,28.8,82.0,2.0,13.0,1012.0,82.0,7.0,0,10,5,11,False,False,False,False,False,True,False,False,False,False
4407,41.3,39.2,87.9,0.0,13.0,1027.0,87.0,2.0,0,19,4,3,False,False,False,False,False,True,False,False,False,False
4408,40.0,35.4,83.3,2.0,17.0,1013.0,77.0,2.0,0,16,4,10,True,False,False,False,False,False,False,False,False,False
4409,40.1,5.2,91.2,0.0,18.0,1018.0,72.0,4.0,0,6,3,9,False,False,False,False,False,False,False,False,True,False
4410,40.9,69.1,95.9,2.0,8.0,1030.0,54.0,4.0,0,10,1,2,False,True,False,False,False,False,False,False,False,False
4411,36.9,32.9,92.3,2.0,23.0,1015.0,69.0,2.0,0,18,2,8,True,False,False,False,False,False,False,False,False,False
4412,39.3,7.7,90.9,0.0,4.0,1021.0,87.0,3.0,0,1,2,2,False,True,False,False,False,False,False,False,False,False
4413,36.3,36.9,65.9,2.0,21.0,1018.0,93.0,3.0,0,14,0,6,False,False,False,False,True,False,False,False,False,False
4414,43.8,16.4,86.5,2.0,19.0,1018.0,77.0,4.0,0,19,5,8,False,True,False,False,False,False,False,False,False,False
4415,40.0,18.9,88.8,2.0,15.0,1015.0,82.0,6.0,0,13,6,10,False,False,False,False,False,True,False,False,False,False
4416,41.6,0.0,74.3,0.0,11.0,1014.0,100.0,2.0,1,5,2,5,False,False,False,False,False,False,False,False,True,False
4417,33.9,35.5,86.3,2.0,18.0,1019.0,93.0,5.0,0,11,2,8,False,False,False,False,False,False,False,False,True,False
4418,37.9,32.8,83.2,2.0,29.0,1019.0,64.0,4.0,0,14,2,9,False,False,False,False,False,False,False,False,True,False
4419,42.0,0.0,76.1,0.0,11.0,1014.0,93.0,5.0,0,3,5,11,False,False,False,False,False,True,False,False,False,False
4420,44.9,84.3,82.0,2.0,11.0,1012.0,93.0,1.0,0,8,2,11,True,False,False,False,False,False,False,False,False,False
4421,41.1,37.5,81.7,2.0,20.5,1016.0,72.5,2.0,0,10,4,7,False,False,False,False,False,False,False,True,False,False
4422,42.0,17.6,90.6,2.0,18.0,1016.0,52.0,2.0,0,12,4,10,False,True,False,False,False,False,False,False,False,False
4423,33.7,52.2,65.2,2.0,17.0,1016.0,82.0,3.0,0,10,2,6,False,False,False,False,False,False,True,False,False,False
4424,40.7,27.5,85.2,0.0,16.0,1011.0,93.0,5.0,0,17,5,11,False,False,False,False,False,False,False,True,False,False
4425,42.8,5.0,86.2,0.0,10.0,1006.0,93.0,1.0,2,0,2,10,False,False,False,False,False,False,False,False,True,False
4426,37.9,25.2,96.4,2.0,12.0,1029.0,50.0,2.0,0,15,6,2,False,True,False,False,False,False,False,False,False,False
4427,36.2,34.2,71.6,2.0,14.0,1023.0,100.0,5.0,0,16,0,12,False,False,False,False,False,False,False,False,True,False
4428,46.5,97.2,63.2,2.0,12.0,1017.0,87.0,1.0,0,7,2,5,False,False,False,False,False,False,False,False,True,False
4429,42.8,0.0,86.2,0.0,16.0,1022.0,93.0,0.0,0,1,0,9,False,True,False,False,False,False,False,False,False,False
4430,42.2,11.7,84.3,0.0,14.0,1021.0,93.0,3.0,0,19,3,11,False,False,False,False,False,False,False,False,True,False
4431,41.8,121.4,75.5,2.0,24.0,1022.0,34.0,5.0,0,9,3,5,False,False,False,False,False,False,False,False,True,False
4432,40.4,0.0,86.0,0.0,14.0,1005.0,55.0,5.0,0,1,2,10,False,True,False,False,False,False,False,False,False,False
4433,41.8,16.2,88.6,2.0,14.0,1017.0,100.0,2.0,0,8,1,8,False,False,False,False,False,False,False,False,True,False
4434,33.6,25.3,92.7,2.0,11.0,1021.0,57.0,6.0,0,13,5,2,True,False,False,False,False,False,False,False,False,False
4435,39.7,7.9,93.1,0.0,18.0,1013.0,100.0,4.0,1,4,4,8,False,False,False,False,False,False,False,False,True,False
4436,34.4,4.6,94.0,0.0,10.0,1026.0,100.0,1.0,0,23,5,3,False,False,False,False,False,False,True,False,False,False
4437,33.9,24.1,93.4,2.0,22.0,1016.0,60.0,4.0,0,13,2,8,False,True,False,False,False,False,False,False,False,False
4438,33.2,13.2,81.4,2.0,16.0,1001.0,63.0,4.0,1,11,6,11,False,False,False,False,False,False,False,False,True,False
4439,43.0,2.5,80.0,0.0,16.0,1015.0,100.0,1.0,0,5,1,9,False,False,False,False,False,False,False,False,True,False
4440,35.9,32.9,99.4,2.0,17.0,1026.0,42.0,2.0,0,17,2,2,False,True,False,False,False,False,False,False,False,False
4441,39.5,124.8,72.1,2.0,13.0,1017.0,71.0,6.0,0,9,4,5,False,False,False,False,False,True,False,False,False,False
4442,47.2,9.4,76.1,0.0,17.0,1020.0,93.0,3.0,0,23,3,8,False,False,False,False,False,False,False,False,True,False
4443,45.5,0.0,65.2,0.0,11.0,1013.0,87.0,3.0,0,2,3,6,False,False,False,False,False,False,False,False,True,False
